縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,性比例,戶量,人口密度,扶養比,扶幼比,扶老比,老化指數
"10009","雲林縣","10009080","大埤鄉",113.0600000000000000,2.71,401.38,44.95,12.23,32.72,267.52
"10009","雲林縣","10009090","莿桐鄉",108.5800000000000000,2.90,540.43,44.28,14.24,30.04,210.87
"10009","雲林縣","10009100","林內鄉",110.6400000000000000,2.79,448.97,44.74,14.33,30.42,212.33
"10009","雲林縣","10009110","二崙鄉",115.0300000000000000,2.80,419.51,48.56,12.16,36.39,299.17
"10009","雲林縣","10009120","崙背鄉",111.8900000000000000,2.66,393.46,49.55,14.27,35.28,247.33
"10009","雲林縣","10009130","麥寮鄉",98.0000000000000000,3.16,614.68,37.06,18.82,18.24,96.94
"10009","雲林縣","10009140","東勢鄉",124.6600000000000000,2.36,278.81,47.28,9.98,37.30,373.52
"10009","雲林縣","10009150","褒忠鄉",115.7600000000000000,2.70,322.92,46.53,12.28,34.25,278.86
"10009","雲林縣","10009160","臺西鄉",114.8300000000000000,2.62,406.00,41.68,10.16,31.52,310.22
"10009","雲林縣","10009170","元長鄉",121.0300000000000000,2.61,328.83,52.22,11.15,41.08,368.45
"10009","雲林縣","10009180","四湖鄉",120.5400000000000000,2.50,275.96,44.33,9.09,35.25,387.84
"10009","雲林縣","10009190","口湖鄉",113.9600000000000000,2.74,313.62,41.88,10.38,31.50,303.52
"10009","雲林縣","10009200","水林鄉",120.7800000000000000,2.44,315.32,51.25,10.37,40.87,393.98
"10010","嘉義縣","10010010","太保市",102.7100000000000000,2.74,584.11,37.87,17.19,20.68,120.34
